%time,field.data
1412088594195069292,0.675
1412088594295301655,0.675
1412088594394306728,0.675
1412088594494489803,0.675
1412088594594467957,0.675
1412088594694098084,0.68
1412088594794110111,0.68
1412088594893959433,0.68
1412088594993975453,0.68
1412088595094083854,0.68
1412088595194352992,0.68
1412088595294474049,0.68
1412088595394046042,0.68
1412088595495195402,0.68
1412088595595135427,0.68
1412088595694095664,0.685
1412088595794387541,0.685
1412088595894804532,0.685
1412088595994311469,0.685
1412088596094322930,0.685
1412088596194918279,0.685
1412088596294535521,0.685
1412088596394512048,0.685
1412088596494316879,0.685
1412088596595559426,0.685
1412088596694900311,0.69
1412088596794368915,0.69
1412088596894587579,0.69
1412088596994430136,0.69
1412088597094507257,0.69
1412088597195595832,0.69
1412088597294492639,0.69
1412088597395549887,0.69
1412088597494295050,0.69
1412088597595261007,0.69
1412088597694580454,0.695
1412088597795552562,0.695
1412088597894738310,0.695
1412088597994319475,0.695
1412088598094263310,0.695
1412088598194339333,0.695
1412088598294334679,0.695
1412088598394990511,0.695
1412088598494643287,0.695
1412088598594551391,0.695
1412088598694580051,0.7
1412088598795045225,0.7
1412088598894341671,0.7
1412088598994259360,0.7
1412088599095328746,0.7
1412088599195748878,0.7
1412088599295132084,0.7
1412088599394297618,0.7
1412088599495303765,0.7
1412088599594793851,0.7
1412088599694943757,0.705
1412088599794311619,0.705
1412088599895041156,0.705
1412088599994584550,0.705
1412088600095539310,0.705
1412088600194494769,0.705
1412088600294690772,0.705
1412088600394499926,0.705
1412088600494838637,0.705
1412088600594565661,0.705
1412088600694940143,0.71
1412088600795818762,0.71
1412088600895397586,0.71
1412088600994813945,0.71
1412088601094905884,0.71
1412088601195361991,0.71
1412088601294557512,0.71
1412088601395399808,0.71
1412088601495453572,0.71
1412088601595701837,0.71
1412088601694833344,0.715
1412088601794581264,0.715
1412088601894915723,0.715
1412088601994774064,0.715
1412088602095493895,0.715
1412088602195047850,0.715
1412088602294991574,0.715
1412088602394687028,0.715
1412088602494437882,0.715
1412088602595344740,0.715
1412088602695046366,0.72
1412088602795081957,0.72
1412088602895053161,0.72
1412088602994674750,0.72
1412088603094436083,0.72
1412088603194933250,0.72
1412088603294888031,0.72
1412088603394766680,0.72
1412088603495013551,0.72
1412088603594426062,0.72
1412088603694755792,0.725
1412088603794828792,0.725
1412088603894943742,0.725
1412088603994526021,0.725
1412088604095623809,0.725
1412088604194957699,0.725
1412088604294687058,0.725
1412088604394874355,0.725
1412088604495160195,0.725
1412088604594819860,0.725
1412088604694679211,0.73
1412088604794615866,0.73
1412088604894719899,0.73
1412088604994896483,0.73
1412088605095702140,0.73
1412088605195694981,0.73
1412088605294434632,0.73
1412088605394299469,0.73
1412088605495585076,0.73
1412088605594521954,0.73
1412088605695900614,0.735
1412088605794337561,0.735
1412088605894268085,0.735
1412088605994168205,0.735
1412088606095308969,0.735
1412088606194412172,0.735
1412088606295667973,0.735
1412088606395481774,0.735
1412088606494365258,0.735
1412088606594624071,0.735
1412088606694196272,0.74
1412088606794330217,0.74
1412088606894438933,0.74
1412088606994395440,0.74
1412088607094464478,0.74
1412088607194398612,0.74
1412088607294422292,0.74
1412088607394561182,0.74
1412088607495994822,0.74
1412088607594679354,0.74
1412088607694736346,0.745
1412088607794409151,0.745
1412088607895020109,0.745
1412088607994413066,0.745
1412088608094614239,0.745
1412088608195272865,0.745
1412088608295210025,0.745
1412088608394613768,0.745
1412088608494520967,0.745
1412088608594425661,0.745
1412088608695697820,0.75
1412088608795311650,0.75
1412088608894419557,0.75
1412088608995383845,0.75
1412088609095375377,0.75
1412088609194012502,0.75
1412088609294907305,0.75
1412088609394938925,0.75
1412088609494977554,0.75
1412088609594491895,0.75
1412088609694529663,0.755
1412088609794466079,0.755
1412088609894517638,0.755
1412088609994940276,0.755
1412088610094758614,0.755
1412088610194401239,0.755
1412088610294485139,0.755
1412088610394477422,0.755
1412088610494325077,0.755
1412088610595273153,0.755
1412088610695863055,0.76
1412088610793991403,0.76
1412088610894055808,0.76
1412088610994384396,0.76
1412088611094291269,0.76
1412088611194341103,0.76
1412088611294235986,0.76
1412088611394733799,0.76
1412088611495219078,0.76
1412088611594286482,0.76
1412088611694562993,0.765
1412088611794765390,0.765
1412088611894439814,0.765
1412088611995329967,0.765
1412088612094897146,0.765
1412088612194791871,0.765
1412088612294784094,0.765
1412088612394442881,0.765
1412088612494533606,0.765
1412088612594627821,0.765
1412088612694588844,0.77
1412088612795507693,0.77
1412088612894558324,0.77
1412088612994266566,0.77
1412088613094590186,0.77
1412088613195178987,0.77
1412088613294723719,0.77
1412088613395289826,0.77
1412088613494851334,0.77
1412088613595447697,0.77
1412088613695608792,0.775
1412088613795879282,0.775
1412088613894312539,0.775
1412088613995436140,0.775
1412088614094838957,0.775
1412088614194785209,0.775
1412088614294901560,0.775
1412088614394680925,0.775
1412088614494491141,0.775
1412088614595568372,0.775
1412088614695051116,0.78
1412088614795700445,0.78
1412088614895521895,0.78
1412088614995631214,0.78
1412088615094771889,0.78
1412088615194847181,0.78
1412088615294976718,0.78
1412088615394741719,0.78
1412088615494556635,0.78
1412088615595225893,0.78
1412088615694971744,0.785
1412088615794667188,0.785
1412088615895276668,0.785
1412088615994895379,0.785
1412088616094256052,0.785
1412088616195021711,0.785
1412088616295340260,0.785
1412088616394264615,0.785
1412088616496028488,0.785
1412088616594669020,0.785
1412088616696280007,0.79
1412088616796114106,0.79
1412088616895543733,0.79
1412088616994555835,0.79
1412088617095336737,0.79
1412088617194976659,0.79
1412088617294854577,0.79
1412088617395209303,0.79
1412088617494954300,0.79
1412088617594381867,0.79
1412088617694530149,0.795
1412088617795568501,0.795
1412088617895896477,0.795
1412088617994878591,0.795
1412088618094984891,0.795
1412088618195037959,0.795
1412088618294859988,0.795
1412088618394238920,0.795
1412088618494966418,0.795
1412088618594954668,0.795
1412088618694754743,0.8
1412088618794858915,0.8
1412088618894622293,0.8
1412088618995793380,0.8
1412088619094521656,0.8
1412088619194796490,0.8
1412088619294512705,0.8
1412088619394670631,0.8
1412088619495623192,0.8
1412088619595310964,0.8
